,relationship,hematokrit,alp,indicator,etytr,hbver,weight,er-cv,leukocyty,hemoglobin,erytrocyty,trombocyty,smoker,alt,ssn,ast,residence,name,company,birthdate,sex,blood_group,address,race
82,married,7.61864,59.06492,1.0,4.24604,7.79526,107.02381,52.69109,7.5956,7.46643,6.73432,5.73613,Y,2.30716,736-66-6884,77.00052,"151 Duncan Common Apt. 193
Robertschester, ME 24862",Walter Cooper,"Scott, Dyer and Scott",02/24/1972,M,A+,"38321 Derek Land Suite 173
Hudsonburgh, LA 58014",Black
83,married,6.98786,82.73675,1.0,4.72106,6.10655,34.42296,24.93579,5.5266,5.93882,4.80724,6.54907,N,1.73994,736-66-6884,68.59384,"151 Duncan Common Apt. 193
Robertschester, ME 24862",Walter Cooper,"Scott, Dyer and Scott",02/24/1972,M,A+,"38321 Derek Land Suite 173
Hudsonburgh, LA 58014",Black
84,divorced,7.83605,82.98172,1.0,3.56774,7.24505,97.9874,50.75136,6.19873,6.75738,6.27482,7.75353,N,2.91958,528-11-8730,72.82104,"03889 Reid Oval
New Monica, NJ 31570",Michael Ramos,"Mayer, Matthews and Lewis",07/21/1999,M,AB+,"71879 Merritt Island
Mcphersontown, MD 92541",White
85,single,4.49645,69.35771,0.0,4.39211,6.67127,63.26133,61.74606,3.85763,7.31949,4.46168,6.45781,N,1.88441,528-11-8730,48.73944,"03889 Reid Oval
New Monica, NJ 31570",Michael Ramos,"Mayer, Matthews and Lewis",07/21/1999,M,AB+,"71879 Merritt Island
Mcphersontown, MD 92541",White
86,single,7.29079,84.95278,1.0,2.89644,6.12275,71.72448,60.67011,3.45636,6.39512,6.09256,5.15594,N,2.28229,528-11-8730,57.10215,"03889 Reid Oval
New Monica, NJ 31570",Michael Ramos,"Mayer, Matthews and Lewis",07/21/1999,M,AB+,"71879 Merritt Island
Mcphersontown, MD 92541",White
87,married,9.82435,86.94932,1.0,6.59908,5.39009,40.25084,60.83749,3.09735,6.43249,7.28853,5.40614,N,3.7014,528-11-8730,65.65306,"03889 Reid Oval
New Monica, NJ 31570",Michael Ramos,"Mayer, Matthews and Lewis",07/21/1999,M,AB+,"71879 Merritt Island
Mcphersontown, MD 92541",White
88,separated,4.35069,82.23903,1.0,4.48735,5.88594,63.44428,43.221,7.62556,6.45586,9.01354,6.03646,N,11.07387,400-23-3668,62.19821,"464 James Ridge Apt. 439
Coryborough, WA 65930",Donna Nguyen,Jackson-Jackson,08/14/1927,F,O-,"Unit 7134 Box 1202
DPO AE 60297",Indian
89,single,4.59723,15.12594,0.0,4.67697,5.54959,39.65766,40.48639,4.95239,3.51377,7.02467,5.97906,Y,2.55527,400-23-3668,60.68752,"464 James Ridge Apt. 439
Coryborough, WA 65930",Donna Nguyen,Jackson-Jackson,08/14/1927,F,O-,"Unit 7134 Box 1202
DPO AE 60297",Indian
90,divorced,3.83844,89.99603,0.0,5.28188,6.40139,43.38998,45.04234,5.04691,6.25219,7.17901,6.11187,N,3.2171,400-23-3668,65.21848,"464 James Ridge Apt. 439
Coryborough, WA 65930",Donna Nguyen,Jackson-Jackson,08/14/1927,F,O-,"Unit 7134 Box 1202
DPO AE 60297",Indian
91,widowed,7.22582,84.83505,1.0,5.3493,5.28406,95.86239,26.77008,4.78277,6.16284,8.06626,5.50464,Y,4.43532,724-51-7323,60.51103,"Unit 6283 Box 6407
DPO AE 32536",Brian Joyce,Wheeler Ltd,06/18/1915,M,B+,"0903 Jennifer Plaza Suite 264
Torresville, NE 09477",White
92,divorced,6.79897,82.98801,1.0,5.20158,6.66463,93.6654,37.99312,8.65655,6.1131,7.50846,3.01622,Y,3.92907,724-51-7323,62.50847,"Unit 6283 Box 6407
DPO AE 32536",Brian Joyce,Wheeler Ltd,06/18/1915,M,B+,"0903 Jennifer Plaza Suite 264
Torresville, NE 09477",White
93,nop,9.0138,52.22335,1.0,5.26065,4.51405,46.93691,76.26674,2.35477,4.93712,9.15097,6.13802,N,11.4332,724-51-7323,58.91038,"Unit 6283 Box 6407
DPO AE 32536",Brian Joyce,Wheeler Ltd,06/18/1915,M,B+,"0903 Jennifer Plaza Suite 264
Torresville, NE 09477",White
94,single,6.85432,85.66865,1.0,3.47304,6.16008,77.79421,62.50823,5.5013,6.34628,7.27529,5.93571,N,2.68238,724-51-7323,69.82792,"Unit 6283 Box 6407
DPO AE 32536",Brian Joyce,Wheeler Ltd,06/18/1915,M,B+,"0903 Jennifer Plaza Suite 264
Torresville, NE 09477",White
95,single,6.98411,86.70914,1.0,5.12808,6.87817,64.74443,59.045,5.89379,6.70973,5.09313,5.5881,N,1.97507,540-25-5395,61.37626,"6348 Elijah Terrace
Lake Michaelborough, WY 18687",David Andrade,Barton Inc,04/04/1945,M,AB-,"PSC 9593, Box 0526
APO AP 70720",Black
96,divorced,6.55902,28.31219,1.0,3.37621,5.36732,109.47146,30.91874,4.52881,4.00409,6.6754,8.20175,Y,3.01647,540-25-5395,68.23662,"6348 Elijah Terrace
Lake Michaelborough, WY 18687",David Andrade,Barton Inc,04/04/1945,M,AB-,"PSC 9593, Box 0526
APO AP 70720",Black
97,separated,8.66868,86.61458,1.0,5.62642,5.5757,55.83834,50.5921,3.26206,5.78109,7.37799,5.85915,N,3.13241,540-25-5395,58.39975,"6348 Elijah Terrace
Lake Michaelborough, WY 18687",David Andrade,Barton Inc,04/04/1945,M,AB-,"PSC 9593, Box 0526
APO AP 70720",Black
98,widowed,5.66416,90.51648,1.0,4.8148,5.1524,124.74286,38.95213,6.8806,6.28719,8.41994,7.04195,Y,7.00703,121-12-3715,78.8384,"06402 Christopher Shoal Suite 793
Alexanderside, DE 94042",Shannon Campbell,Fowler and Sons,05/07/1951,F,A-,"1023 Robert Drive
New Scottburgh, KS 02074",Hawaiian
99,divorced,4.05075,61.48652,0.0,3.34606,6.42578,73.65788,48.36578,4.40946,4.97555,3.93578,6.5188,N,1.49651,121-12-3715,72.02097,"06402 Christopher Shoal Suite 793
Alexanderside, DE 94042",Shannon Campbell,Fowler and Sons,05/07/1951,F,A-,"1023 Robert Drive
New Scottburgh, KS 02074",Hawaiian
100,divorced,9.09488,69.50257,1.0,5.24065,6.35544,63.53183,46.71221,3.06115,7.10116,6.58783,5.27628,Y,2.81627,121-12-3715,50.00969,"06402 Christopher Shoal Suite 793
Alexanderside, DE 94042",Shannon Campbell,Fowler and Sons,05/07/1951,F,A-,"1023 Robert Drive
New Scottburgh, KS 02074",Hawaiian
101,divorced,4.5159,83.26622,0.0,5.50484,6.0592,88.13201,34.38153,5.19404,6.67877,5.27677,4.66147,N,1.7847,311-17-0355,57.58872,"8319 Macdonald Creek Apt. 795
North Pamelamouth, NM 86657",Alexandra Floyd,"Walker, Sutton and Griffin",09/08/1950,F,AB+,"92501 Shannon Creek
Robertton, SD 05377",White
102,single,3.79645,85.01478,0.0,5.60647,4.38617,39.59918,66.25431,4.867,6.49441,8.09306,5.49824,N,5.94862,311-17-0355,53.40368,"8319 Macdonald Creek Apt. 795
North Pamelamouth, NM 86657",Alexandra Floyd,"Walker, Sutton and Griffin",09/08/1950,F,AB+,"92501 Shannon Creek
Robertton, SD 05377",White
103,divorced,6.91607,57.80524,1.0,5.78931,5.92468,72.96429,56.24979,6.63976,5.0192,7.89275,4.76324,N,4.49343,311-17-0355,63.19898,"8319 Macdonald Creek Apt. 795
North Pamelamouth, NM 86657",Alexandra Floyd,"Walker, Sutton and Griffin",09/08/1950,F,AB+,"92501 Shannon Creek
Robertton, SD 05377",White
104,divorced,4.64512,55.93808,1.0,4.00038,4.20547,75.65982,53.82506,6.88193,4.818,7.97183,4.36597,Y,5.00832,737-90-4904,71.79983,"65723 Fowler Burg Suite 627
Lake Christopherville, SD 84421",John Harris,Reese-Rodriguez,12/07/1994,M,A+,"60573 Martinez Park Suite 284
Medinaborough, AZ 84902",White
105,married,2.28912,83.94175,0.0,6.06584,6.28618,105.91873,46.21155,5.44935,5.89406,7.5381,6.1548,N,4.44734,737-90-4904,61.89711,"65723 Fowler Burg Suite 627
Lake Christopherville, SD 84421",John Harris,Reese-Rodriguez,12/07/1994,M,A+,"60573 Martinez Park Suite 284
Medinaborough, AZ 84902",White
106,married,8.02989,84.10474,1.0,4.70069,5.07926,65.39133,47.39724,7.06079,6.38955,6.33296,4.2048,Y,1.95873,737-90-4904,70.22122,"65723 Fowler Burg Suite 627
Lake Christopherville, SD 84421",John Harris,Reese-Rodriguez,12/07/1994,M,A+,"60573 Martinez Park Suite 284
Medinaborough, AZ 84902",White
107,separated,6.73446,83.49578,1.0,4.98559,6.32586,139.91864,52.13466,7.72355,6.11873,7.34171,4.64398,Y,3.69557,140-65-7012,77.58676,"6388 Gilmore Roads
New Paultown, MA 85923",Christina Hines,Herman-Burgess,09/24/1994,F,B-,"72796 Jessica Parks Apt. 442
South Sarahberg, AZ 81609",White
108,divorced,8.48676,81.22163,1.0,6.41031,4.87331,36.45407,78.77582,4.22338,5.90756,7.12065,5.39137,Y,3.08152,140-65-7012,63.19429,"6388 Gilmore Roads
New Paultown, MA 85923",Christina Hines,Herman-Burgess,09/24/1994,F,B-,"72796 Jessica Parks Apt. 442
South Sarahberg, AZ 81609",White
109,single,7.45742,67.17458,1.0,4.01617,5.95419,95.3122,38.06109,6.54185,7.27285,7.04738,8.10256,N,3.49727,140-65-7012,67.45718,"6388 Gilmore Roads
New Paultown, MA 85923",Christina Hines,Herman-Burgess,09/24/1994,F,B-,"72796 Jessica Parks Apt. 442
South Sarahberg, AZ 81609",White
110,divorced,7.83311,75.5125,1.0,6.10796,5.23244,41.08801,52.3538,4.83259,5.70137,7.69265,5.71856,Y,4.83711,301-14-0806,61.59906,"USS Sanders
FPO AE 23465",Lauren Finley,"Peters, Jones and Simon",05/23/1913,F,O+,"1196 Lawrence Inlet Apt. 970
Petersonstad, WI 47985",White
111,married,4.19002,84.65376,0.0,4.86187,6.34478,81.43569,59.45408,5.06933,6.14047,6.86839,6.11867,Y,2.39256,301-14-0806,59.95701,"USS Sanders
FPO AE 23465",Lauren Finley,"Peters, Jones and Simon",05/23/1913,F,O+,"1196 Lawrence Inlet Apt. 970
Petersonstad, WI 47985",White
112,divorced,4.47197,87.94842,0.0,2.49297,8.37573,10.96158,51.93231,4.62701,5.99908,3.49281,4.36698,N,1.29693,301-14-0806,61.2798,"USS Sanders
FPO AE 23465",Lauren Finley,"Peters, Jones and Simon",05/23/1913,F,O+,"1196 Lawrence Inlet Apt. 970
Petersonstad, WI 47985",White
113,married,6.63479,27.1434,1.0,2.99562,5.90874,70.68989,57.42232,4.45206,4.25789,6.39555,4.8242,Y,1.91778,673-49-9048,68.40674,"44660 George Valley Suite 739
Bernardburgh, AK 54035",Jennifer Smith,"Chavez, Roberts and Marquez",10/01/1957,F,AB+,"794 Stacy Isle Suite 938
West Kellyton, CA 13820",Black
114,divorced,4.53684,73.53588,1.0,3.17205,6.3338,45.63522,56.29208,6.82222,5.35416,7.74551,5.67285,N,4.37988,673-49-9048,58.40939,"44660 George Valley Suite 739
Bernardburgh, AK 54035",Jennifer Smith,"Chavez, Roberts and Marquez",10/01/1957,F,AB+,"794 Stacy Isle Suite 938
West Kellyton, CA 13820",Black
115,married,8.53259,76.55957,1.0,4.55004,5.36841,74.67557,42.34378,6.62091,6.52218,6.02656,4.70399,N,2.00993,673-49-9048,73.27994,"44660 George Valley Suite 739
Bernardburgh, AK 54035",Jennifer Smith,"Chavez, Roberts and Marquez",10/01/1957,F,AB+,"794 Stacy Isle Suite 938
West Kellyton, CA 13820",Black
116,single,5.43051,78.35997,0.0,3.9052,6.60116,44.57958,45.11226,4.65364,6.9282,3.99054,6.18817,N,1.87394,535-68-4800,58.09807,"2402 Rios Circle Apt. 733
Lake Antonio, HI 77554",Cassidy Andrews,"Shaffer, King and Carter",08/14/1950,F,O-,"192 Campbell Crescent Suite 613
Port Kylemouth, TX 16008",White
117,married,7.65505,62.29818,1.0,6.4291,7.26892,46.09045,51.2582,6.79539,5.04987,7.58261,5.56653,Y,5.16189,535-68-4800,70.4094,"2402 Rios Circle Apt. 733
Lake Antonio, HI 77554",Cassidy Andrews,"Shaffer, King and Carter",08/14/1950,F,O-,"192 Campbell Crescent Suite 613
Port Kylemouth, TX 16008",White
118,divorced,7.23481,77.51423,1.0,5.6009,6.30293,45.43927,44.91302,5.27123,5.57773,7.72097,6.29405,N,4.93967,535-68-4800,85.86117,"2402 Rios Circle Apt. 733
Lake Antonio, HI 77554",Cassidy Andrews,"Shaffer, King and Carter",08/14/1950,F,O-,"192 Campbell Crescent Suite 613
Port Kylemouth, TX 16008",White
119,separated,6.19841,50.17897,1.0,6.12541,5.15685,62.80728,47.77692,7.58143,4.96067,8.40464,8.39447,Y,6.16831,837-12-7529,60.06313,"0022 James Wall
Warefort, VT 61753",Michelle Larsen,"Clark, Huffman and Sparks",12/13/1929,F,O-,"1968 Andrea Creek
Gatesberg, NC 84072",Hawaiian
120,divorced,6.80183,33.47887,1.0,4.81541,5.20413,4.61048,58.73037,6.3755,4.38329,7.48175,6.65342,Y,4.04107,837-12-7529,82.41735,"0022 James Wall
Warefort, VT 61753",Michelle Larsen,"Clark, Huffman and Sparks",12/13/1929,F,O-,"1968 Andrea Creek
Gatesberg, NC 84072",Hawaiian
121,married,8.23193,85.25124,1.0,3.18985,4.84014,76.14857,47.74712,7.3702,6.52082,5.63227,5.86407,N,1.79894,837-12-7529,64.43945,"0022 James Wall
Warefort, VT 61753",Michelle Larsen,"Clark, Huffman and Sparks",12/13/1929,F,O-,"1968 Andrea Creek
Gatesberg, NC 84072",Hawaiian
122,nop,7.37084,66.22059,1.0,2.5233,5.59473,102.51365,51.99062,8.15039,7.42463,5.59789,5.70404,N,1.99636,837-12-7529,72.27782,"0022 James Wall
Warefort, VT 61753",Michelle Larsen,"Clark, Huffman and Sparks",12/13/1929,F,O-,"1968 Andrea Creek
Gatesberg, NC 84072",Hawaiian
123,divorced,6.92944,81.30538,1.0,4.68704,6.37128,65.26796,61.47805,9.20759,6.75777,6.84062,7.38813,Y,3.67615,168-30-4133,61.38897,"7802 Eaton Roads
Port Melissaland, NY 13263",Ronald Miller,Wallace Ltd,03/24/1949,M,B-,"2744 Sarah Plaza
Jillbury, OR 21710",White
124,married,8.14238,62.95846,1.0,8.36595,5.02593,38.02012,52.73576,6.82629,4.98519,6.12716,9.41504,N,2.57154,168-30-4133,67.09375,"7802 Eaton Roads
Port Melissaland, NY 13263",Ronald Miller,Wallace Ltd,03/24/1949,M,B-,"2744 Sarah Plaza
Jillbury, OR 21710",White
125,married,4.53632,90.33792,0.0,4.64552,7.02951,66.43256,49.60152,4.88499,6.55706,6.74526,4.723,N,1.99172,168-30-4133,63.93412,"7802 Eaton Roads
Port Melissaland, NY 13263",Ronald Miller,Wallace Ltd,03/24/1949,M,B-,"2744 Sarah Plaza
Jillbury, OR 21710",White
126,separated,5.5908,72.35578,1.0,5.12368,7.92068,8.20803,44.14964,7.21309,7.01832,8.42997,5.06274,Y,7.2047,687-13-8478,69.09692,"USCGC Chavez
FPO AA 79629",Emily Romero,Black-Mathis,01/10/2007,F,A-,"439 Shannon Circle
East Brandonland, HI 37831",White
127,nop,4.24657,62.06685,0.0,5.50172,6.60124,65.97983,43.3869,4.55846,5.01837,5.44439,4.47019,N,2.16537,687-13-8478,79.19986,"USCGC Chavez
FPO AA 79629",Emily Romero,Black-Mathis,01/10/2007,F,A-,"439 Shannon Circle
East Brandonland, HI 37831",White
128,single,7.88,80.46817,1.0,5.49406,5.08804,115.07822,43.50391,4.45387,5.68162,7.15757,6.86796,Y,2.91499,687-13-8478,67.52259,"USCGC Chavez
FPO AA 79629",Emily Romero,Black-Mathis,01/10/2007,F,A-,"439 Shannon Circle
East Brandonland, HI 37831",White
129,divorced,8.1358,33.61754,1.0,6.24512,7.97358,115.02617,61.85801,4.54025,8.20171,7.45212,5.41917,N,4.39938,687-13-8478,60.44201,"USCGC Chavez
FPO AA 79629",Emily Romero,Black-Mathis,01/10/2007,F,A-,"439 Shannon Circle
East Brandonland, HI 37831",White
130,single,7.13754,49.28882,1.0,3.91983,5.66116,73.33445,65.78682,5.79852,7.74437,6.90524,6.37944,Y,2.28091,302-02-9869,57.68894,"924 Benjamin Plain
Nicoleborough, RI 63088",Sierra White,Cameron-Grimes,04/09/1921,F,AB+,"33452 Pena Valley
New Larry, WV 12785",White
131,married,7.10512,68.5904,1.0,5.64057,5.30058,107.13684,24.22207,5.01076,7.22513,8.33224,4.49147,N,5.28225,302-02-9869,65.58278,"924 Benjamin Plain
Nicoleborough, RI 63088",Sierra White,Cameron-Grimes,04/09/1921,F,AB+,"33452 Pena Valley
New Larry, WV 12785",White
132,married,4.75181,42.31075,0.0,3.24562,5.02336,100.22048,56.88689,4.55111,4.5261,3.9038,6.26769,N,2.45107,302-02-9869,46.69977,"924 Benjamin Plain
Nicoleborough, RI 63088",Sierra White,Cameron-Grimes,04/09/1921,F,AB+,"33452 Pena Valley
New Larry, WV 12785",White
133,widowed,4.62849,44.41256,0.0,5.39308,5.35917,151.52058,27.44778,4.69352,4.73986,5.09275,7.01221,Y,1.2189,779-85-7250,62.50774,"929 Lopez Lakes
Grahamstad, IL 08933",Richard Gray,Ross LLC,03/13/2010,M,A+,"029 Edwards Walks Apt. 603
Brandonmouth, AR 93189",Asian
134,divorced,4.18962,85.26065,0.0,5.27683,5.17692,82.56312,45.9364,4.82726,5.49139,7.37486,5.30913,N,3.53961,779-85-7250,53.02727,"929 Lopez Lakes
Grahamstad, IL 08933",Richard Gray,Ross LLC,03/13/2010,M,A+,"029 Edwards Walks Apt. 603
Brandonmouth, AR 93189",Asian
135,divorced,6.18618,80.49902,1.0,3.20175,5.55196,45.30043,49.37804,7.18141,5.89835,7.50284,7.38675,N,3.13942,647-89-3435,70.57321,"03853 Jonathan Forge
East Cynthia, IN 12555",Duane Hill,Hines-Patel,11/21/1988,M,O-,"7069 Barry Orchard Apt. 947
Macdonaldview, FL 39018",Black
136,separated,3.68404,81.28944,0.0,5.20946,5.76005,49.94451,17.9622,5.88373,6.04919,5.40706,8.18073,N,2.06268,647-89-3435,75.13685,"03853 Jonathan Forge
East Cynthia, IN 12555",Duane Hill,Hines-Patel,11/21/1988,M,O-,"7069 Barry Orchard Apt. 947
Macdonaldview, FL 39018",Black
137,married,5.60576,78.40744,1.0,2.80902,8.51427,78.12806,46.62767,5.05763,7.07943,7.6377,6.71659,N,4.797,647-89-3435,62.69345,"03853 Jonathan Forge
East Cynthia, IN 12555",Duane Hill,Hines-Patel,11/21/1988,M,O-,"7069 Barry Orchard Apt. 947
Macdonaldview, FL 39018",Black
138,divorced,6.1767,74.65967,1.0,3.38347,5.45661,10.14316,54.60845,5.40782,6.82181,5.07793,6.38664,Y,2.59478,634-01-6154,55.77563,"478 Sosa Ville
West Emilyberg, NC 45560",Joseph Keller,Thompson-Brown,01/08/1913,M,O-,"471 James Forest Apt. 451
Jamesbury, OR 72370",Black
139,married,8.46842,37.32716,1.0,4.39903,7.55256,79.64522,31.74711,5.88797,4.50319,6.4024,6.42132,Y,2.35692,634-01-6154,62.3739,"478 Sosa Ville
West Emilyberg, NC 45560",Joseph Keller,Thompson-Brown,01/08/1913,M,O-,"471 James Forest Apt. 451
Jamesbury, OR 72370",Black
140,nop,5.81158,84.78,0.0,3.48541,5.49596,23.43481,55.47318,4.92837,6.15929,3.84286,6.41361,N,2.04569,634-01-6154,57.98136,"478 Sosa Ville
West Emilyberg, NC 45560",Joseph Keller,Thompson-Brown,01/08/1913,M,O-,"471 James Forest Apt. 451
Jamesbury, OR 72370",Black
141,divorced,4.83079,62.63523,0.0,4.51631,5.92351,32.02534,49.34371,4.85327,5.20915,6.95164,4.46958,Y,2.23927,502-93-7086,60.91153,"814 Ortega Circle
Frankburgh, KY 02902",Dana Watson,Harris Inc,03/20/1976,F,A-,"36368 Schwartz Garden
Mullinsstad, NH 19141",Black
142,nop,9.89542,77.18284,1.0,7.02275,6.0411,96.65614,66.30054,3.32794,6.89009,7.38879,4.49308,Y,3.1982,502-93-7086,60.10423,"814 Ortega Circle
Frankburgh, KY 02902",Dana Watson,Harris Inc,03/20/1976,F,A-,"36368 Schwartz Garden
Mullinsstad, NH 19141",Black
143,divorced,4.77181,89.3277,0.0,4.55777,7.82189,65.88054,37.41473,5.03301,6.46115,6.64042,7.03653,Y,2.40136,502-93-7086,79.74348,"814 Ortega Circle
Frankburgh, KY 02902",Dana Watson,Harris Inc,03/20/1976,F,A-,"36368 Schwartz Garden
Mullinsstad, NH 19141",Black
144,divorced,6.34712,78.11878,0.0,5.02824,5.41687,48.6625,28.69123,4.18028,7.06312,4.42354,6.80677,N,2.44282,668-33-7502,66.36138,"130 Chambers Underpass
Port Emily, MO 32675",Michelle Leonard,"Torres, Baker and Landry",08/14/1907,F,AB+,"86190 James Place Suite 040
Williamton, TX 06381",Black
145,divorced,7.58754,70.18643,1.0,4.65821,4.94292,66.88741,40.31471,4.22368,7.47976,6.53574,6.90326,N,2.31588,668-33-7502,47.6159,"130 Chambers Underpass
Port Emily, MO 32675",Michelle Leonard,"Torres, Baker and Landry",08/14/1907,F,AB+,"86190 James Place Suite 040
Williamton, TX 06381",Black
146,nop,7.59163,60.73432,1.0,4.69593,5.73435,60.17635,58.25155,4.27093,7.46862,6.88626,6.26258,N,2.95637,668-33-7502,65.59931,"130 Chambers Underpass
Port Emily, MO 32675",Michelle Leonard,"Torres, Baker and Landry",08/14/1907,F,AB+,"86190 James Place Suite 040
Williamton, TX 06381",Black
147,married,7.08938,41.50554,1.0,3.3416,6.13155,78.59454,26.91033,3.73073,7.95763,7.58314,4.61094,Y,4.25518,064-14-9158,55.98783,"62917 Tiffany Avenue Apt. 720
Caldwellview, LA 43125",Darlene Young,Pearson-Espinoza,04/21/2000,F,AB+,"USS Calderon
FPO AE 20400",White
148,single,4.10673,76.82417,0.0,5.38032,6.56815,95.07999,39.1876,4.59535,6.0511,8.05033,7.15331,N,5.0592,064-14-9158,71.09128,"62917 Tiffany Avenue Apt. 720
Caldwellview, LA 43125",Darlene Young,Pearson-Espinoza,04/21/2000,F,AB+,"USS Calderon
FPO AE 20400",White
149,widowed,8.11974,64.79766,1.0,2.17353,7.20557,66.02503,49.81878,4.96237,5.15253,5.73071,6.22029,Y,1.74497,064-14-9158,60.90843,"62917 Tiffany Avenue Apt. 720
Caldwellview, LA 43125",Darlene Young,Pearson-Espinoza,04/21/2000,F,AB+,"USS Calderon
FPO AE 20400",White
150,married,5.12959,80.17776,0.0,3.38573,4.70007,120.07124,45.43516,5.73913,5.52865,3.87331,5.80934,N,0.99821,735-63-8988,58.96797,"Unit 1799 Box 2727
DPO AA 96860",Benjamin Barnett,Mooney-Riley,07/06/1967,M,A+,"87322 Decker Summit Apt. 907
Michaelborough, MS 27495",White
151,separated,6.1988,93.04745,0.0,4.77313,4.19227,79.64833,48.78464,5.09047,6.49914,4.51802,5.65969,Y,1.25337,735-63-8988,62.95978,"Unit 1799 Box 2727
DPO AA 96860",Benjamin Barnett,Mooney-Riley,07/06/1967,M,A+,"87322 Decker Summit Apt. 907
Michaelborough, MS 27495",White
152,divorced,6.48508,34.46613,0.0,3.70739,6.68101,68.81951,51.24949,6.91229,4.49808,7.2513,4.85357,Y,4.3825,735-63-8988,62.69796,"Unit 1799 Box 2727
DPO AA 96860",Benjamin Barnett,Mooney-Riley,07/06/1967,M,A+,"87322 Decker Summit Apt. 907
Michaelborough, MS 27495",White
153,separated,7.1619,75.48738,1.0,4.36973,8.33751,85.25228,37.62918,4.68931,7.03028,6.36451,5.48191,N,2.48408,293-93-0634,45.8047,"917 Joe Camp
North Aaron, NV 98957",Melissa Wilson,Ashley-Evans,07/29/2006,F,B+,"962 Russell Harbors
Ronaldfort, HI 60432",Black
154,divorced,9.29791,83.10474,1.0,2.11095,3.62612,106.74146,47.5221,7.09019,6.13211,4.58394,8.4256,N,1.65934,293-93-0634,46.00734,"917 Joe Camp
North Aaron, NV 98957",Melissa Wilson,Ashley-Evans,07/29/2006,F,B+,"962 Russell Harbors
Ronaldfort, HI 60432",Black
155,widowed,5.78724,81.46772,1.0,4.08525,4.64853,72.40374,80.32876,5.76409,6.81092,7.83991,5.7312,Y,4.65153,293-93-0634,68.43285,"917 Joe Camp
North Aaron, NV 98957",Melissa Wilson,Ashley-Evans,07/29/2006,F,B+,"962 Russell Harbors
Ronaldfort, HI 60432",Black
156,separated,4.50152,85.86809,0.0,4.11146,6.10724,50.50919,23.49768,5.73403,6.31294,4.49594,5.36388,Y,2.44094,143-99-2569,58.77523,"104 Sonya Road Apt. 169
East Christopher, ID 03048",Michelle Cook,"Holmes, Boyer and Armstrong",02/24/1976,F,A+,"7051 Karen Plaza
North Peggy, SC 39745",White
157,married,8.77656,77.2613,1.0,6.2021,4.98836,64.71029,45.47059,7.75754,6.96588,6.3766,3.77948,N,2.56378,143-99-2569,61.69878,"104 Sonya Road Apt. 169
East Christopher, ID 03048",Michelle Cook,"Holmes, Boyer and Armstrong",02/24/1976,F,A+,"7051 Karen Plaza
North Peggy, SC 39745",White
158,separated,5.79621,84.56525,0.0,4.52393,6.39375,70.02718,61.81573,5.65646,5.88293,4.52542,5.27165,N,2.2344,143-99-2569,63.3994,"104 Sonya Road Apt. 169
East Christopher, ID 03048",Michelle Cook,"Holmes, Boyer and Armstrong",02/24/1976,F,A+,"7051 Karen Plaza
North Peggy, SC 39745",White
159,single,2.85171,89.78846,0.0,5.6835,5.72337,52.56323,47.88479,5.83225,6.41135,6.61789,6.08663,N,1.64908,197-69-6170,61.67561,"73705 Howard Islands Suite 754
Daleside, NV 63740",David Blake,Phillips and Sons,09/02/1938,M,B+,"214 Hubbard Stream Apt. 094
North Johnhaven, ND 13413",Indian
160,married,6.48612,21.2505,1.0,5.14463,6.62667,93.20947,45.44525,5.89843,4.04832,8.2113,6.26033,N,6.51868,197-69-6170,79.91739,"73705 Howard Islands Suite 754
Daleside, NV 63740",David Blake,Phillips and Sons,09/02/1938,M,B+,"214 Hubbard Stream Apt. 094
North Johnhaven, ND 13413",Indian
161,single,3.94479,49.98008,0.0,5.04534,6.9158,43.9186,33.3985,5.5421,4.85366,6.41718,5.22546,N,2.44535,197-69-6170,72.00279,"73705 Howard Islands Suite 754
Daleside, NV 63740",David Blake,Phillips and Sons,09/02/1938,M,B+,"214 Hubbard Stream Apt. 094
North Johnhaven, ND 13413",Indian
